,PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3088,"PORFIRINAS URINÁRIAS OU PLASMÁTICAS, FRACIONAMENTO E QUANTIFICAÇÃO",Seg. Ambulatorial,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3089,,,,,,,,,TERAPÊUTICOS,,,,
3090,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3091,"TESTES DE ERROS INATOS DO METABOLISMO, QUALITATIVOS, NA URINA",Seg. Ambulatorial,HCO,HSO,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3092,,,,,,,,,TERAPÊUTICOS,,,,
3093,"TESTE DUPLO: 1 TRIMESTRE - PROTEÍNA A PLASMÁTICA ASSOCIADA À GESTAÇÃO (PAPP-A), BETA-",,,,,,,,,,,,
3094,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3095,GONADOTROFINA CORIÔNICA HUMANA LIVRE (?-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO,Seg. Ambulatorial,HCO,,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3096,,,,,,,,,TERAPÊUTICOS,,,,
3097,CÁLCULO DE RISCO PARA ANOMALIAS FETAIS,,,,,,,,,,,,
3098,"TESTE DUPLO: 2 TRIMESTRE - ALFA-FETOPROTEÍNA (?FP), BETA-GONADOTROFINA CORIÔNICA HUMANA",,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3099,,Seg. Ambulatorial,HCO,,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3100,LIVRE (?-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS,,,,,,,,TERAPÊUTICOS,,,,
3101,"TESTE QUÁDRUPLO: ALFA-FETOPROTEÍNA (?FP), ESTRIOL NÃO CONJUGADO (uE3), BETA-",,,,,,,,,,,,
3102,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3103,GONADOTROFINA CORIÔNICA HUMANA LIVRE (?-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO,Seg. Ambulatorial,HCO,,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3104,,,,,,,,,TERAPÊUTICOS,,,,
3105,CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS,,,,,,,,,,,,
3106,"TESTE TRIPLO: ALFA-FETOPROTEÍNA (?FP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA",,,,,,,,,,,,
3107,,,,,,,,,PROCEDIMENTOS DIAGNÓSTICOS E,,,,
3108,CORIÔNICA HUMANA LIVRE (?-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA,Seg. Ambulatorial,HCO,,REF,PAC,GENÉTICA BIOQUÍMICA,GENÉTICA,,,,,
3109,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3110,ALK - PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,114,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3111,ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,110,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3112,"BCR/ABL, PESQUISA DE TRANSLOCAÇÃO",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3113,BRAF (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,9,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3114,"CROMOSSOMO PHILADELFIA, PESQUISA",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3115,EGFR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,21,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3116,"FATOR V LEIDEN, ANÁLISE DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,25,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3117,HER-2 - DOSAGEM DO RECEPTOR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,30,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3118,"INSTABILIDADE DE MICROSSATÉLITES (MSI), DETECÇÃO POR PCR, BLOCO DE PARAFINA COM DIRETRIZ DEUTILIZAÇÃO",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,110,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3119,K-RAS (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,50,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3120,N-RAS (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,57,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3121,"PROTROMBINA, PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,61,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3122,REARRANJO GÊNICO CÉLULAS B POR PCR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3123,REARRANJO GÊNICO CÉLULAS T POR PCR,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3124,FLT3 - PESQUISA DE MUTAÇÕES (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,142,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3125,TRANSLOCAÇÃO PML/RAR-a,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENÉTICA MOLECULAR,GENÉTICA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3126,ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3127,"COLORAÇÕES ESPECIAIS, QUANDO NECESSÁRIAS AOS PROCEDIMENTOS ANATOMOPATOLÓGICOS",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3128,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3129,"DETECÇÃO DE RECEPTORES DE SECREÇÃO HORMONAL E/OU DETECÇÃO DE MARCADORES DE CÉLULASNEOPLÁSICAS E/OU DETECÇÃO DE FATORES DE PROLIFERAÇÃO CELULAR, DE ANGIOGÊNESE TUMORAL,ONCOGENES E PROTEÍNAS ASSOCIADAS E/OU ENSAIO DE RECEPTOR DE ESTROGÊNIO E",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3130,"HPV (VÍRUS DO PAPILOMA HUMANO), DETECÇÃO POR TÉCNICAS IMUNO-HISTOQUÍMICAS",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3131,PROCEDIMENTO COLPOCITOLÓGICO HORMONAL SIMPLES OU SERIADO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3132,"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL PROVENIENTE DE BIÓPSIASSIMPLES, PAAF, ""IMPRINT"" E ""CELL-BLOCK""",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3133,"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA ANATÔMICA OU CIRÚRGICA SIMPLES OUCOMPLEXA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3134,DIAGNÓSTICO ANATOMOPATOLÓGICO EM CITOLOGIA ESFOLIATIVA NA REGIÃO BUCO-MAXILO-FACIAL,,,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3135,DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL DE BIÓPSIA NA REGIÃO BUCO-MAXILO-FACIAL,,,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3136,DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA CIRÚRGICA NA REGIÃO BUCO-MAXILO-FACIAL,,,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3137,DIAGNÓSTICO ANATOMOPATOLÓGICO EM PUNÇÃO NA REGIÃO BUCO-MAXILO-FACIAL,,,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3138,PD-L1  DETECÇÃO POR TÉCNICAS IMUNOISTOQUÍMICAS (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,146,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3139,PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO POR CONGELAÇÃO DURANTE ATO CIRÚRGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3140,PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO EM MEIO LÍQUIDO,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3141,PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE LÍQUIDOS E RASPADOS CUTÂNEOS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3142,PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE MATERIAL CÉRVICO-VAGINAL,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3143,"PROCEDIMENTO DIAGNÓSTICO EM GRUPOS DE LINFONODOS, ESTRUTURAS VIZINHAS E MARGENSCIRÚRGICAS, DE PEÇAS ANATÔMICAS SIMPLES OU COMPLEXAS",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3144,"PROCEDIMENTO DIAGNÓSTICO EM IMUNOFLUORESCÊNCIA, DIRETA E INDIRETA",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3145,PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE IMUNOISTOQUÍMICA,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3146,PROCEDIMENTO DIAGNÓSTICO EM REVISÃO DE LÂMINAS,,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3147,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3148,"PROCEDIMENTO DIAGNÓSTICO POR HIBRIDIZAÇÃO ""IN SITU"" OU HIBRIDIZAÇÃO ""IN SITU"" PORFLUORESCÊNCIA",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3149,PUNÇÃO ASPIRATIVA COM AGULHA FINA (ÓRGÃOS OU ESTRUTURAS SUPERFICIAIS),,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3150,"PUNÇÃO ASPIRATIVA COM AGULHA FINA DE MASSAS, ÓRGÃOS OU ESTRUTURAS PROFUNDASORIENTADA OU NÃO POR IMAGEM",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3151,"RECEPTOR DE ESTROGÊNIO, ENSAIO IMUNO-HISTOQUÍMICO",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3152,"RECEPTOR DE PROGESTERONA, ENSAIO IMUNO-HISTOQUÍMICO",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3153,"UREASE, TESTE RÁPIDO PARA HELICOBACTER PYLORI",,,,Seg. Ambulatorial,HCO,HSO,REF,,,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3154,ANGIOGRAFIA CAROTÍDIA (VIA FEMURAL),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3155,ANGIOGRAFIA RADIOISOTÓPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3156,CINTILOGRAFIA DO MIOCÁRDIO (INFARTO AGUDO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3157,CINTILOGRAFIA DO MIOCÁRDIO COM FLUORDEOXIGLICOSE (FDG-FLÚOR-18),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3158,CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FARMACOLÓGICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3159,CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - ESTRESSE FÍSICO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3160,CINTILOGRAFIA DO MIOCÁRDIO PERFUSÃO - REPOUSO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,10,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3161,CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - ESFORÇO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3162,CINTILOGRAFIA SINCRONIZADA DAS CÂMARAS CARDÍACAS - REPOUSO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3163,FLUXO SANGUÍNEO DAS EXTREMIDADES,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3164,"QUANTIFICAÇÃO DE ""SHUNT"" DA DIREITA PARA A ESQUERDA",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3165,"QUANTIFICAÇÃO DE ""SHUNT"" PERIFÉRICO",,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3166,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3167,VENOGRAFIA RADIOISOTÓPICA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,CARDIOVASCULAR - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3168,CINTILOGRAFIA DAS GLÂNDULAS SALIVARES COM OU SEM ESTÍMULO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3169,CINTILOGRAFIA DO FÍGADO E DO BAÇO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3170,CINTILOGRAFIA DO FÍGADO E VIAS BILIARES,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3171,CINTILOGRAFIA PARA DETECÇÃO DE HEMORRAGIA DIGESTÓRIA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3172,CINTILOGRAFIA PARA DETERMINAÇÃO DO TEMPO DE ESVAZIAMENTO GÁSTRICO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3173,CINTILOGRAFIA PARA ESTUDO DE TRÂNSITO ESOFÁGICO (LÍQUIDOS E SEMI-SÓLIDOS),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3174,CINTILOGRAFIA PARA PESQUISA DE DIVERTÍCULO DE MECKEL,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3175,CINTILOGRAFIA PARA PESQUISA DE REFLUXO GASTRO-ESOFÁGICO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3176,FLUXO SANGUÍNEO HEPÁTICO (QUALITATIVO E QUANTITATIVO),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,DIGESTIVO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3177,CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (IODO - 131 OU 123),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3178,CINTILOGRAFIA DA TIREÓIDE E/OU CAPTAÇÃO (TECNÉCIO - 99M TC),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3179,CINTILOGRAFIA DAS PARATIREÓIDES,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3180,CINTILOGRAFIA DE CORPO INTEIRO PARA PESQUISA DE METÁSTASES (PCI),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3181,TESTE DE ESTÍMULO COM TSH RECOMBINANTE,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3182,TESTE DE SUPRESSÃO DA TIREÓIDE COM T3,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3183,TESTE DO PERCLORATO,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,ENDÓCRINO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3184,CINTILOGRAFIA RENAL DINÂMICA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3185,PROCEDIMENTO,"RN(alteração)",VIGÊNCIA,Seg. Odontológico,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
3186,CINTILOGRAFIA RENAL DINÂMICA COM DIURÉTICO OU INIBIDOR DA ECA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3187,CINTILOGRAFIA RENAL ESTÁTICA (QUANTITATIVA OU QUALITATIVA),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3188,CINTILOGRAFIA TESTICULAR (ESCROTAL),,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3189,CISTOCINTILOGRAFIA DIRETA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
3190,CISTOCINTILOGRAFIA INDIRETA,,,,Seg. Ambulatorial,HCO,HSO,REF,PAC,,GENITURINÁRIO - IN VIVO,MEDICINA NUCLEAR,"PROCEDIMENTOS DIAGNÓSTICOS ETERAPÊUTICOS"
